Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Marked as,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Gene ID,# Razor Peptides,"Abundances (Normalized): F1: Sample, Flg22","Abundances (Normalized): F2: Sample, Flg22","Abundances (Normalized): F3: Sample, Flg22","Abundances (Normalized): F4: Sample, Flg22","Abundances (Normalized): F5: Sample, Mock","Abundances (Normalized): F6: Sample, Mock","Abundances (Normalized): F7: Sample, Mock","Abundances (Normalized): F8: Sample, Mock",Ratio log2(flg22/Mock),T-Test,,,,,,
High,IsMasterProtein,P41377,Eukaryotic initiation factor 4A-2 OS=Arabidopsis thaliana OX=3702 GN=TIF4A-2 PE=1 SV=1,0,Athaliana,66.256,40,15,56,1,412,46.7,5.68,98.9,15,ath:AT1G54270; P41377; Q0WWK5,0,,,,,,948844.64,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4HXW0,Plant invertase/pectin methylesterase inhibitor superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g14890 PE=1 SV=1,0,Athaliana,4.226,10,1,1,1,219,24.3,8.24,2.34,1,ath:AT1G14890; F4HXW0,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SVN9,Uncharacterized protein AT4g13730 OS=Arabidopsis thaliana OX=3702 GN=At4g13730 PE=1 SV=1,0.004,Athaliana,3.165,3,1,1,1,449,50.5,6.7,1.76,1,Q9SVN9,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q94F26,Protein phosphatase methylesterase 1 OS=Arabidopsis thaliana OX=3702 GN=PMES PE=1 SV=1,0,Athaliana,4.547,5,2,2,2,350,38.5,6.06,0,2,Q94F26,0,,,,,913907.5119,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q500U9,At1g03030 OS=Arabidopsis thaliana OX=3702 GN=At1g03030 PE=1 SV=1,0,Athaliana,4.954,9,1,2,1,301,34,7.49,6.04,1,Q500U9,0,1170956.87,390424.7733,382619.1318,,677968.6893,,,,-0.065224258,#DIV/0!,,,,,,
High,IsMasterProtein,Q9C5N3,Serine/threonine-protein phosphatase 2A activator OS=Arabidopsis thaliana OX=3702 GN=At4g08960 PE=1 SV=1,0,Athaliana,4.311,4,1,1,1,392,44.5,6.47,2.37,1,ath:AT4G08960; Q9C5N3,0,,165285.28,,,680968.4895,66703.73911,78865.57119,60488.42188,-0.424018506,#DIV/0!,,,,,,
High,IsMasterProtein,Q8LEQ0,Large ribosomal subunit protein P1y OS=Arabidopsis thaliana OX=3702 GN=RPP1C PE=1 SV=2,0.004,Athaliana,3.032,17,1,1,1,113,11.2,4.36,2.65,1,ath:AT5G47700; Q8LEQ0; Q9FIK9,0,,,429088.9748,2040687.442,,,2754367.175,,-1.157340449,#DIV/0!,,,,,,
High,IsMasterProtein,P42698,"DNA-damage-repair/toleration protein DRT111, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DRT111 PE=1 SV=2",0,Athaliana,4.365,5,1,1,1,387,42.3,8.37,2.38,1,ath:AT1G30480; P42698; Q9S9Q1,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A178VTI3,P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=SYD PE=1 SV=1,0,Athaliana,8.11,1,3,4,3,3575,389.7,4.87,6.88,3,A0A178VTI3; A0A1P8B2X1,0,,,,,,,,364888.2188,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9LPU5,Indole glucosinolate O-methyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=IGMT1 PE=1 SV=1,0,Athaliana,11.041,9,3,3,3,373,40.8,5.38,6.02,3,ath:AT1G21100; Q9LPU5,0,774408.1867,520562.3679,2239921.12,,394975.8356,,,,1.576867206,#DIV/0!,,,,,,
High,IsMasterProtein,P59120,Peroxidase 58 OS=Arabidopsis thaliana OX=3702 GN=PER58 PE=2 SV=1,0,Athaliana,10.041,12,2,3,2,329,35.4,5.31,7.53,2,ath:AT5G19880; P59120,0,,,1280455.544,2399873.42,148937.4862,,,,3.627055908,#DIV/0!,,,,,,
High,IsMasterProtein,Q9ZV05,L-ornithine N5-acetyltransferase NATA1 OS=Arabidopsis thaliana OX=3702 GN=NATA1 PE=2 SV=1,0,Athaliana,16.191,10,2,8,1,228,25.8,6.8,14.02,2,ath:AT2G39030; Q93XX7; Q9ZV05,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SUC0,"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At4g20930 PE=1 SV=3",0,Athaliana,5.772,4,1,1,1,347,37.3,7.37,3.07,1,ath:AT4G20930; Q1ECP8; Q8LC25; Q9SUC0,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4JM17,PfkB-like carbohydrate kinase family protein OS=Arabidopsis thaliana OX=3702 GN=At4g28706 PE=1 SV=1,0,Athaliana,82.814,47,14,64,1,403,43.3,6.33,117.03,14,F4JM17,0,5452466.144,1925461.655,2253286.73,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8AVY3,Triacylglycerol lipase-like 1 OS=Arabidopsis thaliana OX=3702 GN=TLL1 PE=1 SV=1,0,Athaliana,12.859,9,4,4,4,504,57.7,9.16,4.53,4,A0A1P8AVY3; ath:AT1G45201,0,,,,,570328.2227,,,1146630.625,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q5M731,"Thiamine biosynthetic bifunctional enzyme TH1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TH1 PE=1 SV=1",0.001,Athaliana,3.636,2,1,1,1,522,55.8,6.55,1.85,1,ath:AT1G22940; O23128; Q5M731; Q8L7M9,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9LTH7,1-aminocyclopropane-1-carboxylate oxidase homolog 12 OS=Arabidopsis thaliana OX=3702 GN=At5g59540 PE=2 SV=1,0,Athaliana,4.724,5,2,10,1,366,41.5,6.04,6.29,2,ath:AT5G59540; Q2V2X0; Q9LTH7,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,O82240,Adenine nucleotide alpha hydrolases-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g47710 PE=1 SV=1,0,Athaliana,12.873,17,2,5,2,162,17.3,7.88,12.67,2,ath:AT2G47710; O82240,0,2697039.083,674726.6051,1784426.548,887780.2906,344126.1819,,,,2.134487538,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8B8C8,Pectin lyase-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=QRT3 PE=1 SV=1,0,Athaliana,4.597,5,2,2,2,506,54.5,6.2,2.4,2,A0A1P8B8C8,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9ZVA7,F9K20.7 protein OS=Arabidopsis thaliana OX=3702 GN=SHOU4 PE=1 SV=1,0.001,Athaliana,3.751,2,1,1,1,468,50.1,9.48,1.75,1,ath:AT1G78880; Q9ZVA7,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,O23512,pFDCC methylesterase MES16 OS=Arabidopsis thaliana OX=3702 GN=MES16 PE=1 SV=1,0.001,Athaliana,3.697,6,1,1,1,262,29,5.71,0,1,ath:AT4G16690; O23512,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1I9LSA3,Cell wall-plasma membrane linker protein OS=Arabidopsis thaliana OX=3702 GN=CWLP PE=1 SV=1,0,Athaliana,7.592,5,1,1,1,351,36.7,9.82,2.93,1,A0A1I9LSA3; ath:AT3G22120,0,675996.2452,171830.9277,,,305197.5692,,,,0.474026734,#DIV/0!,,,,,,
High,IsMasterProtein,O04846,"Alpha carbonic anhydrase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ACA1 PE=1 SV=2",0,Athaliana,5.669,7,2,3,2,284,32.7,9.39,4.56,2,ath:AT3G52720; B9DH12; F4J831; O04846; Q940K9,0,,,,,286345.8029,728273.6127,468278.8333,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q94K48,ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g62530 PE=1 SV=1,0,Athaliana,10.261,12,3,3,3,221,24.5,6.57,4.75,3,ath:AT3G62530; Q94K48,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9M2Y0,Phytosulfokines 3 OS=Arabidopsis thaliana OX=3702 GN=PSK3 PE=2 SV=2,0,Athaliana,13.454,29,2,7,2,79,8.9,5.35,24.62,2,ath:AT3G49780; Q7PCC0; Q8VWK1; Q9M2Y0,0,,1666289.487,5993670.441,1839968.785,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4I886,26S proteasome complex subunit SEM1 OS=Arabidopsis thaliana OX=3702 GN=DSS1(I) PE=1 SV=1,0,Athaliana,9.417,25,2,2,2,115,13.5,4.18,5.35,2,F4I886,0,,,,,,429012.506,1553766.945,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,O81627,F8M12.2 protein OS=Arabidopsis thaliana OX=3702 GN=F8M12.2 PE=1 SV=1,0,Athaliana,30.265,42,4,8,4,178,20.1,5.11,20.53,4,ath:AT4G10860; O81627,0,150388.1457,3328036.91,8264554.882,3074164.924,,,,179585.1719,4.366455436,#DIV/0!,,,,,,
High,IsMasterProtein,Q05196,Polyadenylate-binding protein 5 OS=Arabidopsis thaliana OX=3702 GN=PAB5 PE=1 SV=3,0,Athaliana,4.322,5,2,6,1,682,74.4,8.4,8.39,2,ath:AT1G71770; Q05196; Q9M9G9,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SU80,Alkaline-phosphatase-like family protein OS=Arabidopsis thaliana OX=3702 GN=At4g29710 PE=4 SV=1,0,Athaliana,10.5,30,4,11,1,133,15,9.92,5.4,4,ath:AT4G29710; Q9SU80,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q84VW1,At3g03150 OS=Arabidopsis thaliana OX=3702 GN=At3g03150 PE=1 SV=1,0,Athaliana,8.834,18,1,3,1,121,13.3,6.96,10.84,1,A0A178V9S9; ath:AT3G03150; Q84VW1,0,,4020947.758,2939805.129,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q94F09,Protein disulfide-isomerase 5-2 OS=Arabidopsis thaliana OX=3702 GN=PDIL5-2 PE=1 SV=1,0,Athaliana,8.752,5,2,2,2,440,49.8,5.25,5.17,2,ath:AT1G35620; Q94F09; Q9LQG5,0,,516978.5699,,,,526025.539,,503270.1875,0.006518842,#DIV/0!,,,,,,
High,IsMasterProtein,Q9T091,Vacuolar protein sorting-associated protein 26B OS=Arabidopsis thaliana OX=3702 GN=VPS26B PE=2 SV=2,0,Athaliana,5.642,6,1,1,1,303,35.2,7.47,3.58,1,ath:AT4G27690; Q8L3V2; Q9T091,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9LNE0,At1g06070 OS=Arabidopsis thaliana OX=3702 GN=BZIP69 PE=1 SV=1,0,Athaliana,6.672,3,1,3,1,423,47.1,6.4,7.54,1,ath:AT1G06070; Q9LNE0,0,,,,,,761438.6519,,630172.625,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,P49691,Large ribosomal subunit protein uL4y OS=Arabidopsis thaliana OX=3702 GN=RPL4D PE=1 SV=2,0,Athaliana,14.744,14,5,8,1,407,44.7,10.3,6.72,5,ath:AT5G02870; P49691; Q9LYZ8,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q56XE2,At1g77122 OS=Arabidopsis thaliana OX=3702 GN=At1g77122 PE=1 SV=1,0,Athaliana,7.451,8,2,2,2,323,36.9,4.73,2.02,2,ath:AT1G77122; Q56XE2,0,,,,,1728771.644,387976.7319,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q8LPK4,AP-2 complex subunit alpha-2 OS=Arabidopsis thaliana OX=3702 GN=ALPHAC-AD PE=1 SV=1,0,Athaliana,7.425,2,2,3,2,1013,112.2,6.23,3.58,2,ath:AT5G22780; Q8LPK4; Q9FGT0,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4K1Z0,YTH domain-containing protein ECT3 OS=Arabidopsis thaliana OX=3702 GN=ECT3 PE=1 SV=1,0,Athaliana,11.044,5,2,3,1,495,55.2,8.13,7.65,2,ath:AT5G61020; F4K1Z0; Q93ZP1; Q9FNR2,0,,,,,,268686.5731,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9ZW06,Pumilio homolog 2 OS=Arabidopsis thaliana OX=3702 GN=APUM2 PE=1 SV=1,0,Athaliana,4.242,1,1,1,1,972,106.6,6.09,3.13,1,ath:AT2G29190; Q0WVV2; Q8LPN4; Q9ZW06,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8B345,UDP-glucuronate decarboxylase OS=Arabidopsis thaliana OX=3702 GN=UXS6 PE=1 SV=1,0,Athaliana,87.021,37,16,106,1,374,42.4,8.95,163.27,16,A0A1P8B345,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SF45,FAD/NAD(P)-binding oxidoreductase family protein OS=Arabidopsis thaliana OX=3702 GN=F11F8_15 PE=1 SV=1,0,Athaliana,4.729,3,1,1,1,477,52.2,7.49,3.21,1,A0A178V5W9; ath:AT3G09580; Q9SF45,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,ALDOA_RABIT,Fructose-biphosphate aldolase A OS=Oryctolagus cuniculus,0,Contaminant,5.371,4,2,2,2,360,38.8,8.09,4.39,2,,0,,,,,,,,,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High
High,IsMasterProtein,C0LGJ9,Probable LRR receptor-like serine/threonine-protein kinase At2g02780 OS=Arabidopsis thaliana OX=3702 GN=At2g02780 PE=1 SV=1,0.003,Athaliana,3.229,2,1,2,1,742,82,8.72,0,1,ath:AT2G02780; C0LGJ9; O64505; Q84WD0,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8AW81,Prolyl endopeptidase OS=Arabidopsis thaliana OX=3702 GN=At1g69020 PE=1 SV=1,0.008,Athaliana,2.942,1,1,2,1,789,89.5,5.55,3.49,1,A0A1P8AW81; ath:AT1G69020,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4J9G2,Rhodanese/Cell cycle control phosphatase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g59780 PE=1 SV=1,0,Athaliana,8.276,3,2,4,2,686,73.9,4.97,6.52,2,ath:AT3G59780; F4J9G2,0,,757252.1048,,,579705.5899,,503660.613,1169211.25,0.012231376,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SB50,AP-4 complex subunit mu OS=Arabidopsis thaliana OX=3702 GN=AP4M PE=2 SV=1,0,Athaliana,14.176,10,3,3,3,451,50.9,8,5.5,3,ath:AT4G24550; Q9SB50,0,,200507.3181,,,,503805.5623,,278542.2813,-0.964155301,#DIV/0!,,,,,,
High,IsMasterProtein,Q8S9L6,Cysteine-rich receptor-like protein kinase 29 OS=Arabidopsis thaliana OX=3702 GN=CRK29 PE=2 SV=1,0,Athaliana,8.455,4,2,6,2,679,75.7,7.15,7.28,2,ath:AT4G21410; O65406; Q8S9L6,0,1651833.613,896483.2616,1586254.434,1380932.503,,,504764.2303,,1.449811091,#DIV/0!,,,,,,
High,IsMasterProtein,Q9FX28,Kunitz trypsin inhibitor 3 OS=Arabidopsis thaliana OX=3702 GN=KTI3 PE=2 SV=1,0.001,Athaliana,3.912,5,1,1,1,222,24.3,7.75,1.69,1,ath:AT1G73325; Q9FX28,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4IFC5,"Threonine--tRNA ligase, chloroplastic/mitochondrial 2 OS=Arabidopsis thaliana OX=3702 GN=EMB2761 PE=2 SV=1",0.004,Athaliana,3.017,2,1,1,1,650,74.7,6.93,1.67,1,ath:AT2G04842; F4IFC5; Q56XW1,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9C666,"GCN5-related N-acetyltransferase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=SNAT2 PE=1 SV=1",0,Athaliana,10.632,14,2,6,2,197,21.8,9.32,10.83,2,ath:AT1G26220; Q9C666,0,,403310.925,,,,985918.0445,,1086473.25,-1.361332037,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8AQG2,Leucine-rich repeat transmembrane protein kinase protein OS=Arabidopsis thaliana OX=3702 GN=At1g05700 PE=1 SV=1,0,Athaliana,7.349,2,2,3,2,883,98.5,7.18,3.22,2,A0A1P8AQG2,0,799347.7348,808335.4464,1073277.706,770049.4918,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,O49654,At4g22730 OS=Arabidopsis thaliana OX=3702 GN=LRR-RLK PE=1 SV=1,0,Athaliana,7.091,3,2,2,2,688,75.8,6.79,3.82,2,O49654,0,,,,,,440424.4545,825385.9429,722847.125,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9C952,Cleavage and polyadenylation specificity factor subunit 3-I OS=Arabidopsis thaliana OX=3702 GN=CPSF73-I PE=1 SV=1,0,Athaliana,6.726,3,2,2,2,693,77.3,6.06,2.54,2,ath:AT1G61010; Q8VY18; Q9C952,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9FG34,Peroxidase 54 OS=Arabidopsis thaliana OX=3702 GN=PER54 PE=2 SV=1,0,Athaliana,21.75,14,4,9,3,358,37.3,4.7,19.38,4,ath:AT5G06730; P93729; Q9FG34,0,,,,899531.9752,,,1907898.914,2111055.438,-1.159573721,#DIV/0!,,,,,,
High,IsMasterProtein,Q9FZ80,Cytosolic sulfotransferase 17 OS=Arabidopsis thaliana OX=3702 GN=SOT17 PE=1 SV=1,0,Athaliana,19.242,21,6,18,2,346,39.9,6.47,23.83,6,ath:AT1G18590; Q9FZ80,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4JVM4,Dentin sialophosphoprotein-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g20720 PE=1 SV=1,0,Athaliana,6.101,5,2,3,2,729,79.8,4.55,1.74,2,F4JVM4,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,O22769,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At4g02580 PE=1 SV=3",0,Athaliana,6.834,5,1,2,1,255,28.4,7.91,3.94,1,ath:AT4G02580; O22769; Q940Z9,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4I1G1,RNA polymerase II degradation factor-like protein (DUF1296) OS=Arabidopsis thaliana OX=3702 GN=At1g29350 PE=1 SV=1,0,Athaliana,6.044,3,2,3,2,831,90.8,5.85,0,2,ath:AT1G29350; F4I1G1,0,,699934.8042,,,,579358.2363,,1355749.5,-0.467121437,#DIV/0!,,,,,,
High,IsMasterProtein,Q9S746,Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1,0,Athaliana,5.781,3,2,3,1,594,65.3,9.72,3.95,2,ath:AT1G72970; Q9S746; Q9SXZ3,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4JP43,G2484-1 protein OS=Arabidopsis thaliana OX=3702 GN=G2484-1 PE=1 SV=1,0,Athaliana,17.278,3,4,6,4,2037,217.9,5.29,9.32,4,ath:AT4G17330; F4JP43,0,,418561.1659,,,1284947.527,628644.4512,537496.0977,1167934,-1.112089538,#DIV/0!,,,,,,
High,IsMasterProtein,Q9C505,Eukaryotic translation initiation factor 5A-3 OS=Arabidopsis thaliana OX=3702 GN=ELF5A-3 PE=2 SV=1,0,Athaliana,34.702,25,4,19,1,158,17.2,5.94,39.56,4,ath:AT1G69410; Q94JU4; Q9C505,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q8L733,"Putative transferase At4g12130, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At4g12130 PE=1 SV=1",0,Athaliana,7.899,15,3,3,3,393,43.5,6.73,6.67,3,ath:AT4G12130; Q8L733; Q9SZ78,0,411639.1511,,,,1050397.442,1474549.839,,1024497.938,-1.523178938,#DIV/0!,,,,,,
High,IsMasterProtein,Q94AC8,"GCN5-related N-acetyltransferase 7, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GNAT7 PE=1 SV=1",0,Athaliana,10.352,16,3,3,3,274,30.4,6.55,6.08,3,ath:AT4G28030; B9DG63; Q8LFP5; Q94AC8; Q9SUD6,0,,,,,3214013.22,688618.4671,,917523.25,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9LZV7,Leucine-rich repeat receptor-like protein kinase PXC2 OS=Arabidopsis thaliana OX=3702 GN=PXC2 PE=1 SV=1,0,Athaliana,5.944,2,1,1,1,967,104.1,6.15,3.76,1,ath:AT5G01890; Q9LZV7,0,,,,,,54806.95054,273167.0814,167930.7188,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9MAJ7,Beta-galactosidase 5 OS=Arabidopsis thaliana OX=3702 GN=BGAL5 PE=2 SV=1,0,Athaliana,34.869,6,5,52,1,732,81.4,8.25,102.23,5,ath:AT1G45130; Q93Z63; Q9MAJ7; Q9SCV7,0,,,180737.0673,,594344.6494,1882000.964,,489769.9063,-2.451647962,#DIV/0!,,,,,,
High,IsMasterProtein,P56754,"NAD(P)H-quinone oxidoreductase subunit J, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ndhJ PE=1 SV=1",0,Athaliana,5.931,9,1,1,1,158,18.5,7.03,2.49,1,ath:ArthCp025; P56754,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4ILE1,"Splicing factor, CC1-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g16940 PE=1 SV=1",0,Athaliana,7.31,3,2,4,2,610,68.9,7.05,2.07,2,F4ILE1,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8BG91,Peroxidase OS=Arabidopsis thaliana OX=3702 GN=MUA22.13 PE=1 SV=1,0,Athaliana,9.941,6,1,5,1,371,40.5,5.22,13.87,1,A0A1P8BG91,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,F4HUQ5,RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g20880 PE=1 SV=1,0,Athaliana,13.58,12,3,10,1,274,29.9,8.85,14.47,3,ath:AT1G20880; F4HUQ5,1,,,,1190772.993,,2738219.319,1178189.513,2340307.625,-0.808544818,#DIV/0!,,,,,,
High,IsMasterProtein,O80386,COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1,0,Athaliana,6.721,2,2,3,2,1058,118.4,6.27,4.39,2,ath:AT4G27430; M9P1T0; M9P1T2; M9P1T3; M9P1T5; M9P3Q3; M9P3Q9; M9P3R1; M9P3Z4; M9P407; M9P412; M9P4F1; M9P4F6; M9P4G1; M9P4G6; M9P6Z0; M9P6Z1; M9P6Z2; O80386; Q56WV4; Q7GDB1,0,,228162.2772,,,1423950.009,1018093.89,703531.2288,1594083,-2.37665081,#DIV/0!,,,,,,
High,IsMasterProtein,Q9STS7,Chloroplastic lipocalin OS=Arabidopsis thaliana OX=3702 GN=CHL PE=1 SV=1,0,Athaliana,7.935,8,2,3,2,353,39.1,6.74,6.41,2,ath:AT3G47860; Q9STS7,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,C0LGG4,Probable LRR receptor-like serine/threonine-protein kinase At1g51860 OS=Arabidopsis thaliana OX=3702 GN=At1g51860 PE=2 SV=2,0,Athaliana,10.23,5,3,3,2,890,99.2,6.3,5.24,3,ath:AT1G51860; C0LGG4; Q9FZB3,0,,1495084.876,1986074.484,1634399.359,,,298453.8477,,2.51434956,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SGW5,F1N19.7 OS=Arabidopsis thaliana OX=3702 GN=At1g64500 PE=1 SV=1,0,Athaliana,19.183,17,5,9,5,368,41,5.82,17.56,5,ath:AT1G64500; Q9SGW5,0,,,,,4119126.948,2544305.36,2014292.399,1462987.188,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SZH2,Peroxidase 43 OS=Arabidopsis thaliana OX=3702 GN=PER43 PE=3 SV=2,0,Athaliana,7.546,7,1,7,1,326,35.3,5.97,6.1,1,ath:AT4G25980; F4JU42; Q9SZH2,0,120329.6206,1769146.116,2410682.19,3092118.263,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9FJA6,Small ribosomal subunit protein uS3x OS=Arabidopsis thaliana OX=3702 GN=RPS3C PE=1 SV=1,0,Athaliana,22.751,29,6,11,1,248,27.4,9.54,19.69,6,ath:AT5G35530; Q9FJA6,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,Q9SYQ8,Receptor protein kinase CLAVATA1 OS=Arabidopsis thaliana OX=3702 GN=CLV1 PE=1 SV=3,0.003,Athaliana,3.204,2,1,1,1,980,107.5,6.7,2.06,1,ath:AT1G75820; O04380; Q56Y00; Q9LQT2; Q9SYQ8,0,611398.9198,,,,3073964.442,,,1756126.75,-1.981864519,#DIV/0!,,,,,,
High,IsMasterProtein,Q8VYS5,Protein trichome birefringence-like 18 OS=Arabidopsis thaliana OX=3702 GN=TBL18 PE=2 SV=1,0.001,Athaliana,3.624,2,1,2,1,533,59.3,6.7,4.35,1,ath:AT4G25360; Q8VYS5; Q9STK1,0,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,
High,IsMasterProtein,A0A1P8AX61,Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g01755 PE=1 SV=1,0,Athaliana,17.352,21,3,7,3,179,20.4,6.06,11.14,3,A0A1P8AX61; ath:AT2G01755,0,,,,734056.1649,3595183.224,5475015.398,,1675969.063,-2.286825492,#DIV/0!,,,,,,
High,IsMasterProtein,Q8RX79,"Peptide chain release factor APG3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=APG3 PE=2 SV=1",0,Athaliana,7.472,6,2,2,2,422,47.5,7.69,3.61,2,ath:AT3G62910; Q8RX79; Q9LYD0,0,,594637.9672,,,2469984.502,1633397.291,,,-1.786729908,#DIV/0!,,,,,,
High,IsMasterProtein,O65655,SAP domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At4g39680 PE=1 SV=1,0,Athaliana,20.255,10,5,8,5,633,69.4,4.97,18.43,5,ath:AT4G39680; O65655,0,,,,,359295.2753,,428681.5234,354185.5313,#DIV/0!,#DIV/0!,,,,,,
